MSI_DO_YOU_AGREE,"同意しますか？"
MSI_GRADE_ENCHANT_ITEM_UNBREAKABLE,"装備は破壊されません"
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_NOT_SELECT,"成功すると、精錬値は0に戻ります。\n本当に超越を実行しますか？"
MSI_CHEAT_HASHFILE,"The client file has been tampered with"
MSI_GUILD_AGIT_TITLE,"message"
MSI_MERCHANTSHOP_TOTA_LOVER_ZENY_ERR,"販売物の合計金額が、所持できるZenyの限界を超えました。\n数量および価格の修正をお願いします。"
MSI_REPUTE_WND,"評判ステータス(未実装)"
MSI_REPUTE_POINT,"%u / 1000 P"
MSI_REPUTE_TOTAL,"Entire"
MSI_REPUTE_NOW_LOADING,"NOW LOADING.."
MSI_GRADE_ENCHANT_ADDITIONAL_SOURCE_RESET,"補助材料の数を初期化します。"
MSI_ENCHANT,"ENCHANT"
MSI_ENCHANT_TAB_GENERAL,"Normal"
MSI_ENCHANT_TAB_PERFECT,"Perfect"
MSI_ENCHANT_TAB_UPGRADE,"Upgrade"
MSI_ENCHANT_TAB_RESET,"Reset"
MSI_ENCHANT_FAILED_OVER_WEIGHT,"It weighs more than 70%. Decrease the Weight and try again."
MSI_ENCHANT_RANDOM_BUTTON,"Enchant"
MSI_ENCHANT_PERFECT_BUTTON,"Enchant"
MSI_ENCHANT_UPGRADE_BUTTON,"Upgrade"
MSI_ENCHANT_RESET_BUTTON,"Reset"
MSI_CLOSE_RODEX_FOR_ENCHANT,"RODEX cannot be used while enchanting. RODEX was forcibly closed."
MSI_CANNOT_OPEN_RODEX_DURING_ENCHANT,"RODEX cannot be used during enchantment."
MSI_CLOSE_BANKING_FOR_ENCHANT,"Bank cannot be used while enchanting. The bank was forcibly closed."
MSI_CANNOT_OPEN_BANKING_DURING_ENCHANT,"Bank cannot be used while enchanted."
MSI_ENCHANT_REQUEST,"Do you want to enchant it?"
MSI_ITEM_REFORM_OK,"Reform"
MSI_ITEM_REFORM_WARNNING_NOT_ENOUGH_MATERIAL,"There are not enough materials for the Combination."
MSI_ITEM_REFORM_WARNNING_CARD_ENCHANT_LOST,"Equipped Cards and Enchantments will be lost."
MSI_ITEM_REFORM_WARNNING_CARD_MAYBE_LOST,"Equipped Cards may be lost."
MSI_ITEM_REFORM_WARNNING_ENCHANT_MAYBE_LOST,"Enchantments may be lost."
MSI_HIDE_PLAYER_ON,"Hide other players on the screen ON"
MSI_HIDE_PLAYER_OFF,"Hide other players on the screen OFF"
MSI_ITEM_REFORM_CONFIRM_DETAILS,"詳細情報"
MSI_ITEM_REFORM_PLZ_CHECK_DETAILS,"詳細情報を確認してください"
MSI_ITEM_REFORM_NO_EXIST_TARGET_ITEM,"選択可能なアイテムがありません"
MSI_ENCHANT_SUCCESS,"Enchantment successful!"
MSI_ENCHANT_FAILED,"Enchantment failed!"
MSI_CANNOT_FIND_ENCHANT_ID,"Enchantment Information not found"
MSI_NOT_SATISFIED_ENCHANT_CONDITION,"Enchantment Conditions are not met."
MSI_RODEX_SPAMOPTION_FAIL,"Failed to set whether to receive random users."
MSI_RODEX_SPAMOPTION_ON,"It has been set to the state of refusing to receive arbitrary users."
MSI_RODEX_SPAMOPTION_OFF,"All users have been set to receive status."
MSI_RODEX_SPAMOPTION_USERBLOCK,"%s is unsubscribed."
MSI_RODEX_SPAMOPTION_RETURN_SUCCESS,"RODEX has been returned."
MSI_RODEX_SPAMOPTION_RETURN_FAIL,"RODEX return failed."
MSI_RODEX_SPAMOPTION_WARNING,"The sender of this RODEX is not a friend or guild member. Please be careful."
MSI_RODEX_SPAMOPTION,"Receive RODEX from all users"
MSI_EFST_ITEM_TIME_LIMIT_EXCEED,"The duration of the same effect exceeds the limit and cannot be used."
MSI_GRADE_ENCHANT_SUCCESS_REFINING_LEVEL_DISAPPEAR,"成功すると、精錬値は0に戻ります"
MSI_GRADE_ENCHANT_SUCCESS_RANDOM_OPT_ENCHANT_KEEP,"カード エンチャント ランダムオプション維持"
MSI_GRADE_ENCHANT_FAILED_REFINING_RANDOM_OPT_ENCHANT_KEEP,"失敗すると、精錬値は維持されます"
MSI_HOTKEY_RESET,"Initialization"
MSI_HOTKEY_OLD_VER,"Old Version"
MSI_EXP_BAR_BASE_LV,"Base Lv. %d"
MSI_EXP_BAR_JOB_LV,"Job Lv. %d"
MSI_BASIC_INFO_LV_NAME,"Lv.%d %s"
MSI_MENU_ICON_QUEST,"Quest List"
MSI_MENU_ICON_CASHSHOP,"Cash Shop"
MSI_MENU_ICON_HOTKEY,"Shortcut Information"
MSI_MENU_ICON_ADVENTURER_AGENCY,"Adventurer Agency"
MSI_NEWUI_ZERO_ONOFF,"UI Theme"
MSI_NEWUI_ZERO_UIOLD,"Legacy UI"
MSI_NEWUI_ZERO_UINEW,"New UI"
MSI_NEWUI_ZERO_UISKIN,"UI Skin"
MSI_NEW_RANDOM_OPTION,"- New Option -"
MSI_MONSTERINFO_TRIBE_UNKNOWN,"Formless"
MSI_MONSTERINFO_TRIBE_UNDEAD,"Undead"
MSI_MONSTERINFO_TRIBE_ANIMAL,"Brute"
MSI_MONSTERINFO_TRIBE_PLANT,"Plant"
MSI_MONSTERINFO_TRIBE_INSECT,"Insect"
MSI_MONSTERINFO_TRIBE_MARINE,"Fish"
MSI_MONSTERINFO_TRIBE_DEVIL,"Demon"
MSI_MONSTERINFO_TRIBE_HUMAN,"Demi-Human"
MSI_MONSTERINFO_TRIBE_ANGEL,"Angel"
MSI_MONSTERINFO_TRIBE_DRAGON,"Dragon"
MSI_MONSTERINFO_PROPERTY_NEUTURAL,"Neutral"
MSI_MONSTERINFO_PROPERTY_WATER,"Water"
MSI_MONSTERINFO_PROPERTY_EARTH,"Earth"
MSI_MONSTERINFO_PROPERTY_FIRE,"Fire"
MSI_MONSTERINFO_PROPERTY_WIND,"Wind"
MSI_MONSTERINFO_PROPERTY_POISON,"Poison"
MSI_MONSTERINFO_PROPERTY_SAINT,"Holy"
MSI_MONSTERINFO_PROPERTY_DARK,"Shadow"
MSI_MONSTERINFO_PROPERTY_MENTAL,"Ghost"
MSI_MONSTERINFO_PROPERTY_UNDEAD,"Undead"
MSI_MONSTERINFO_SIZE_SMALL,"Small"
MSI_MONSTERINFO_SIZE_MIDDLE,"Medium"
MSI_MONSTERINFO_SIZE_BIG,"Large"
MSI_MONSTERINFO_DEF,"DEF"
MSI_BAN_TEENAGER,"Youth access is restricted."
MSI_STYLINGSHOP_COLOR_RESET,"0Zeny (Dye Removal)"
MSI_ZEROQUEST_ALLSELECT,"Select All"
MSI_ZEROQUEST_SIMPLEUI_ON,"Easy Quest UI"
MSI_CASHSHOP_FREE,"FREE!"
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME,"Rental Period"
MSI_ACCOUNT_LIMITED_TOOL_RENT_TIME_MAX_14DAY,"The rental period can be entered up to 14 days."
MSI_CASHSHOP_NON_TRADABLE,"Trading impossible"
MSI_ZEROQUEST_QUESTVIEWWND_ON,"View quick Quests"
MSI_ZEROQUEST_QUESTVIEWWND_OFF,"Hide Easy Quest"
MSI_ZEROQUEST_QUESTVIEW_ON,"Add to simple quest window"
MSI_ZEROQUEST_QUESTVIEW_OFF,"Deleted from simple quest window"
MSI_ZEROQUEST_QUESTHELP_TITLE,"Quest Help"
MSI_ZEROQUEST_QUESTHELP_1,"1. Combo Box + Search Box: Quest Sorting, Search Function"
MSI_ZEROQUEST_QUESTHELP_2,"- ALL: View all received quests"
MSI_ZEROQUEST_QUESTHELP_3,"- Quest Type: NORMAL / MAIN / EPISODE / DAILY / LOCAL / JOB / GUIDE / EVENT are sorted by quest."
MSI_ZEROQUEST_QUESTHELP_4,"- Search can adjusted in the quest list sorted by Combo Box."
MSI_ZEROQUEST_QUESTHELP_5,"2. Navigation UI"
MSI_ZEROQUEST_QUESTHELP_6,"- Open Navigation UI:"
MSI_ZEROQUEST_QUESTHELP_7,"Menu Icon > Navigation Icon (Shortcut Key: N)"
MSI_ZEROQUEST_QUESTHELP_8,"- Click on the hyperlink or npc/monster image: "
MSI_ZEROQUEST_QUESTHELP_9,"Displays navigation route (arrows) to the target point on the field floor"
MSI_ZEROQUEST_QUESTHELP_10,"3. When the navigation is executed, the moving route is displayed in the chat window"
MSI_ZEROQUEST_QUESTHELP_11,"4. You can use [Teleport Service] by talking to the Kafra staff."
MSI_ZEROQUEST_QUESTHELP_12,"5. Easy Quest UI :"
MSI_ZEROQUEST_QUESTHELP_13,"A function to simply display the Quest UI on the game screen"
MSI_ZEROQUEST_QUESTHELP_14,"When you right-click each quest title, you can call the Quest Information UI or delete it from the quest list"
MSI_ZEROQUEST_QUESTHELP_15,"There is a function."
MSI_TIPBOX_START_OPEN,"Open on Startup"
MSI_RESULT_ERROR_VTC_303,"Your billing session has expired. Please restart the client"
MSI_RESULT_ERROR_VTC_304,"An error has occurred. please try again"
MSI_ZEROCHATWND_RESIZE,"Resize(%s)"
MSI_ZEROCHATWND_LOCK,"Feature Lock"
MSI_ZEROCHATWND_UNLOCK,"Disable function"
MSI_ZEROCHATWND_CHATON,"Input active"
MSI_ZEROCHATWND_CHATOFF,"Input disabled"
MSI_ZEROCHATWND_SEND,"Set destination"
MSI_ZEROCHATWND_SENDG,"Receiving group setting"
MSI_ZEROCHATWND_OPTION,"setting"
MSI_ZEROCHATWND_STICKOFF,"Detach popup window"
MSI_ZEROCHATWND_STICKON,"Return to tab"
MSI_ZEROCHATWND_ADD,"Add tab"
MSI_ZEROCHATWND_DEL,"Delete tab"
MSI_ZEROCHATWND_ENTER,"You can start chatting by pressing the Enter key"
MSI_TAKEOFF_ALL,"装備一括解除"
MSI_FAILED_BUSY,"現在、装備一括解除できない状態です。"
MSI_USESKILL_FAIL_NEED_TWINKLING_GALAXY_AREA,"このスキルは自身が設置した天地万星の範囲内で使用可能です。"
MSI_USESKILL_FAIL_NEED_SOULCOLLECT,"このスキルは魂の蓄積状態で使用可能です。"
MSI_USESKILL_FAIL_NEED_CHARMS,"護符が必要です。"
MSI_USESKILL_FAIL_NEED_GATLING_OR_SHOTGUN,"ショットガンかガトリングガンを装備して下さい。"
MSI_USESKILL_FAIL_NEED_RIFLE_OR_HANDGUN,"ハンドガンかライフルを装備して下さい。"
MSI_USESKILL_FAIL_NEED_GRANADE_OR_RIFLE,"ライフルかグレネードガンを装備して下さい。"
MSI_USESKILL_FAIL_NEED_GATLING_OR_HANDGUN,"ハンドガンかガトリングガンを装備して下さい。"
MSI_USESKILL_FAIL_NEED_SHOTGUN_OR_GRANADE,"ショットガンかグレネードガンを装備して下さい。"
MSI_USESKILL_FAIL_NEED_SHIELD_WEAPON,"盾を装備して下さい。"
MSI_CLOSE_BANKING_FOR_EXPANDED_BARTERMARKET,"Bank cannot be used when Expanded Barter Shop is open. The bank was forcibly closed."
MSI_CANNOT_OPEN_BANKING_DURING_EXPANDED_BARTERMARKET,"Bank cannot be used when Expanded Barter Shop is open."
MSI_FAIL_NO_SPACE_BEHIND_THE_TARGET,"移動できない場所の為、スキルを使用できません。"
MSI_USESKILL_FAIL_NEED_COMMUNION_WITH_SPIRIT,"このスキルは、にゃん友を習得している状態で使用可能です。"
MSI_PACKAGEITEM_SLEEPSTONECURSEFAIL,"You cannot use items while sleeping or petrified."
MSI_PACKAGEITEM_BURROWFAIL,"Items cannot be used in Burrow status."
MSI_PACKAGEITEM_USEFAIL,"This Package item cannot be used."
MSI_PACKAGEITEM_SETTINGFAIL,"Failed to set Package item!!"
MSI_PACKAGEITEM_TIME,"^ff0000 Available for %d days %d hours ^000000"
MSI_PACKAGEITEM_SELECT,"You have selected %s. Is this correct?"
MSI_GRADE_ENCHANT_ENHANCED_UP,"Required quantity per request: %d"
MSI_JOB_IMPERIAL_GUARD,"Imperial Guard"
MSI_JOB_ABYSS_CHASER,"Abyss Chaser"
MSI_JOB_WINDHAWK,"Wind Hawk"
MSI_EMBLEM_UPLOAD_FAILED_DB,"Emblem registration failed."
MSI_EMBLEM_UPLOAD_FAILED_AUTH,"Server registration failed."
MSI_EMBLEM_UPLOAD_FAILED_FILE,"File registration failed."
MSI_SORT_MINIPARTY,"ミニパーティーウィンドウの自動整列"
MSI_PICKUP_FAILED_PARTY_MEMBER,"It is evenly distributed.\nItems cannot be obtained because the weight or type of party members is excessive."
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN_ADD_LEVEL,"[%s] obtained '+%d %s' from [%s]."
MSI_FAILED_ALL_RODEX_LIST,"Please reopen your mailbox."
MSI_FAIL_CALLHOMUN_INVALID_JOBTYPE,"Homunculus S cannot be summoned with your current job. You need to change to a higher job first."
MSI_FAIL_ITEMCOMPOSITION_LIST,"装着できる装備アイテムがありません。"
MSI_DAMAGE_EQUIPMENT,"ダメージ"
MSI_DAMAGE_EQUIPMENT_TOOLTIP,"ダメージ"
MSI_DAMAGE_DIR_LEFT,"左上"
MSI_DAMAGE_DIR_CENTER,"上"
MSI_DAMAGE_DIR_RIGHT,"右上"
MSI_DAMAGE_DIR_DEFAULT,"Default"
MSI_MACRO_CHECK_REMOVE_RUNNING,"This target is already being tracked."
MSI_MACRO_CHECK_REMOVE_SUCCESS,"Start tracking the target."
MSI_MACRO_CHECK_REMOVE_NOT_EXISTS,"There is no target which can be tracked."
MSI_MACRO_CHECK_REMOVE_OFF_SUCCESS,"End tracking the target."
MSI_MACRO_CHECK_REMOVE_TIMESUP,"The time has expired and the tracking ends."
MSI_MACRO_CHECK_REMOVE_INVALID_AID,"Target not found..."
MSI_NEWSEIGEMODE_SKILL,"^0054FF[Ability Correction] % d.%d %%^000000"
MSI_DYNAMICNPC_CREATE_RESULT_FAIL_MAXCOUNT,"これ以上NPCを呼び出すことはできません。"
MSI_MACRO_DETECTOR_NOTICE4,"In case of %d errors, it is permanently blocked according to the operation policy."
MSI_FAIL_CALLHOMUN_OVER_100LEVEL,"It cannot be summoned with your current job. You need to change to a higher job first."
MSI_FAIL_STRIPSHADOW_TO_MADO_NOTICE,"Strip skills are not available for Madogear characters."
MSI_MACRO_REPORTER_SELECT_MODE_MAP,"Map"
MSI_MACRO_REPORTER_SELECT_MODE_QUIZ,"Quiz"
MSI_MACRO_REPORTER_TOOLTIP_MAP,"In the text range below, type the map to which you want to send checkers to."
MSI_MACRO_REPORTER_TOOLTIP_QUIZ,"In the text range below, enter the quiz to be displayed on the checkers."
MSI_MACRO_REPORTER_UNKNWON_MAP,"The map file name is incorrect."
MSI_MACRO_REPORTER_WRONG_NUMBER,"The number combination is incorrect."
MSI_MACRO_REPORTER_TOOLTIP_MAP_QUIZ_INPUT,"Please type and press enter to save."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_SUCCESS,"You have sent checkers to %d blacklisted users."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_COOLTIME,"Blacklist Checker Cool time."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME,"There is a problem with Map values."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_PARAM,"There is a problem with the quiz or the number of correct answers."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_QUESTION,"There is a problem with your Quiz values."
MSI_MACRO_BLACKLIST_USER_CHCEK_RESULT_FAIL_MAPNAME_COUNT,"There is a problem with the number of maps."
MSI_MACRO_BLACKLIST_USER_CHCEK_REMAIN_TIME,"Remaining Time %02d: %02d: %02d"
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE1,"Detection mode has been activated. Enter the number displayed on the left of the screen with the keypad."
MSI_MACRO_BLACKLIST_USER_CHCEK_NOTICE2,"A penalty will be awarded when the remaining time expires or %d incorrect answers."
MSI_MACRO_BLACKLIST_USER_CHCEK_ANSWER_INPUT,"Enter security code"
MSI_WEDDING_RING_ITEM_NAME_FORMAT,"With Mr. %s"
MSI_ACCOUNT_LIMITED_TOOL_RESULT_NEWFORMAT,">> ItemName: %s / Quantity: %d / Sales Period: %d month:%d day:%d hour:%d minutes ~ %d month:%d day:%d hour:%d minutes"
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_NEWDATE,"~ %d/%d-%d %d:%d"
MSI_CANNOT_ATTACK_IN_THE_PARTYWND,"In the party window, attack skills cannot be used on the same party member."
MSI_RETRY_AFTER_PROCESS,"Please retry after completing progress or being invited."
MSI_GUILD_EXP_TRIBUTE,"Displays a max message for repayment experience"
MSI_EQUIPMENT_PROPERTIES,"Equipment Attributes"
MSI_VIEW_CHANGE_EQUIPMENT_PROPERTIES_MSG,"Displays changes in attributes when equipping/dismounting equipment"
MSI_ALLY_CHAT_MSG,"Show Alliance Chat messages"
MSI_SEND_TO_ALLY,"Sent to Allies"
MSI_PAY_CONFIRM_BY_NYANGVINE_FRUIT,"^FF2931Used Nyangvine Fruits cannot be refunded."
MSI_REFINING_POSSIBLE,"Refineable"
MSI_REFINING_IMPOSSIBLE,"Cannot be refined"
MSI_ENCHANT_POSSIBLE,"Enchantable"
MSI_ENCHANT_IMPOSSIBLE,"Cannot be enchanted"
MSI_GRADE_ENCHANT_POSSIBLE,"Gradeable"
MSI_GRADE_ENCHANT_IMPOSSIBLE,"Cannot be graded"
MSI_RUNESYSTEM_EQUIP_OUT,"Do you want to unequip it?"
MSI_RUNESYSTEM_EQUIP_NOTPUT,"The information in the selected item is incorrect."
MSI_RUNESYSTEM_RUNESET_TITLE,"Rune Tablet: %s Set"
MSI_RUNESYSTEM_RUNE_TITLE,"Rune Fragment of %s"
MSI_RUNESYSTEM_RUNE_UPGRADEPER,"Enhancement Chance"
MSI_RUNESYSTEM_RUNE_FAILDESC,"In case of failure, the success chance increases by %.2f%%."
MSI_RUNESYSTEM_RUNE_UPGRADEMAXDESC,"This is the maximum enhancement level."
MSI_RUNESYSTEM_RUNE_UNACTIVEDESC,"This function is not possible when disabled."
MSI_RUNESYSTEM_RUNE_RUNE_NULL,"Rune Information does not exist."
MSI_RUNESYSTEM_RUNESET_DESC,"Set Effect %d"
MSI_RUNESYSTEM_TITLE,"Rune Tablet System"
MSI_RUNESYSTEM_EQUIP_NOT,"There are no runes equipped."
MSI_RUNESYSTEM_EQUIP_PUTERR,"Please remove the equipped Rune Set."
MSI_ADVENTURE_GUIDE,"Adventure Guide"
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_RODEX,"RODEX cannot be used while using the Rune System."
MSI_RUNESYSTEM_DURING_CANNOT_OPEN_BANKING,"Banking is not available while using the Rune System."
MSI_RUNESYSTEM_CLOSE_RODEX,"RODEX cannot be used while using the Rune System. RODEX was forced to quit."
MSI_RUNESYSTEM_CLOSE_BANKING,"Banking cannot be used while using the Rune System. Banking was forced to stop."
MSI_NOTIFY_JOIN_GUILD_ACCEPT_WND,"You have a request to join a Guild. You can confirm the request after closing all movement-related windows."
MSI_NOTIFY_ALLY_GUILD_ACCEPT_WND,"You have a request for Alliance Registration. You can confirm the request after closing all movement-related windows."
MSI_NOTIFY_JOIN_FRIEND_ACCEPT_WND,"You have a request to register a friend. You can confirm the request after closing all movement-related windows."
MSI_NOTIFY_JOIN_PARTY_ACCEPT_WND,"You have a request to join a Party. You can confirm the request after closing all movement-related windows."
MSI_NOTIFY_EXCHANGE_ACCEPT_WND,"You have a 1:1 trade request. You can confirm your request after closing all movement-related windows."
MSI_WARNING,"Warning"
MSI_RUNESYSTEM_FAILED_ITEMCREATE,"The weight limit exceeds 70%, or there is not enough free space in the inventory by more than 8 spaces."
MSI_TITLE_QUEST_BOARD_LIST,"Quest Board"
MSI_TITLE_QUEST_BOARD_INFO,"Quest Information"
MSI_MACRO_USER_REPORT,"Report a User"
MSI_MACRO_USER_REPORT_COUNTLIMIT,"If you have exceeded the number of daily reports, you will no longer be able to report."
MSI_MACRO_USER_REPORT_SUCCESS,"%s was reported."
MSI_MACRO_USER_REPORT_COOLTIME,"The target is being reported by another player."
MSI_MACRO_USER_REPORT_EFST_ACTIVATED,"The target is under report protection."
MSI_MACRO_USER_REPORT_PENALTY_COUNTMAX,"You can no longer report beyond the cumulative number of daily reports."
MSI_MACRO_USER_REPORT_REPORTED,"You have been reported by another player."
MSI_DECOM_NUM,"%d Dissambly"
MSI_RESET_CASH_EMOTION_INFO,"Emotion purchase information has been reset."
MSI_RUNESYSTEM_ALREADY_EXIST,"Already equipped with a Rune Set."
MSI_RUNESYSTEM_NOT_EXIST,"The composition of the Rune Tablet is not complete."
MSI_RUNESYSTEM_LACK_OF_ITEM,"There is not enough required item."
MSI_RUNESYSTEM_ALREADY_EQUIPED,"There is a set of Runes being equipped. Please try after removing the Rune Set."
MSI_RUNESYSTEM_NOTHING_EQUIPED,"There are no Rune Sets equipped."
MSI_RUNESYSTEM_INVALID_ID,"Incorrect Rune Tablet Data. Please try later."
MSI_RUNESYSTEM_MAX_LEVEL,"It cannot be enhanced any further. This is the maximum reinforcement level."
MSI_RUNESYSTEM_INVALID_OWNER,"Incorrect Rune Tablet Data. Please try later."
MSI_RUNESYSTEM_TABLE_NOT_EXIT,"Incorrect Rune Tablet Data. Please try later."
MSI_RUNESYSTEM_DB_LOAD_NOT_YET,"Loading Rune Tablet Data. Please try later."
MSI_RUNESYSTEM_INVALID_TABLE_DATA,"Incorrect Rune Tablet Data. Please try later."
MSI_RUNESYSTEM_RUNE_UI_NOT_OPENED,"UI is not activated."
MSI_DECOM_FAIL,"This is an unknown error. Please try again."
MSI_DECOM_CANNOT_FIND_ITEM,"There are no items to disassembe."
MSI_DECOM_NOT_ENOUGH_INVENTORY,"There is not enough inventory space. Please clear some inventory space and try again."
MSI_DECOM_HEAVY_INVENTORY,"The character weight is too much. Please try lessen your weight."
MSI_DECOM_OVER_ITEM_COUNT,"The maximum quantity of the item is more than 30000."
MSI_DECOM_RUNE_UI_NOT_OPENED,"UI is not activated."
MSI_DECOM_TABLE_NOT_EXIT,"There is no disassembly information."
MSI_DECOM_NOT_ENOUGH_ITEM_COUNT,"There are not enough items to disassemble."
MSI_MACRO_USER_REPORT_NOT_USE_AREA,"This is an area where reporting is not possible."
MSI_GRAPHIC_SETTING_RENDER_SYSTEM,"Graphics API"
MSI_PAY_CONFIRM_BY_ITEM,"^FF2931Used %s items are not\nsubject to subscription cancellation\n, and cannot be exchanged again for %s."
MSI_ENCHANT_MARK_1,"★1"
MSI_ENCHANT_MARK_2,"★2"
MSI_ENCHANT_MARK_3,"★3"
MSI_ENCHANT_MARK_4,"★4"
MSI_VIEW_COSTUME,"View Costumes"
MSI_SHORTCUT_SKILL_TOOLTIP_SP_PERCENT,"{0} Use Lv {1} (Sp : {2}%)"
MSI_SHORTCUT_SKILL_TOOLTIP_SP_VALUE,"{0} Use Lv {1} (Sp : {2})"
MSI_SHORTCUT_SKILL_TOOLTIP_SP_PERCENT_AP_VALUE,"{0} Use Lv {1} (Sp : {2}%, Ap : {3})"
MSI_SHORTCUT_SKILL_TOOLTIP_SP_VALUE_AP_VALUE,"{0} Use Lv {1} (Sp : {2}, Ap : {3})"
MIS_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_PERCENT,"{0} {1} Use Lv {2} (Sp : {3}%)"
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_VALUE,"{0} {1} Use Lv {2} (Sp : {3})"
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_PERCENT_AP_VALUE,"{0} {1} Use Lv {2} (Sp : {3}%, Ap : {4})"
MSI_SHORTCUT_SKILL_TOOLTIP_HOTKEY_SP_VALUE_AP_VALUE,"{0} {1} Use Lv {2} (Sp : {3}, Ap : {4})"
MSI_QUESTINFOWND_QUEST_TITLE,"QUEST: "
MSI_SHOW_FOOTPRINT_EFFECT,"Show footprints"
MSI_NO_SEARCH_RESULTS,"No results were found for your search."
MSI_CHECK_PROBABILITY,"Check Probablities"
MSI_REFINING_BLACKSMITH_BlESSING_MSG1,"Warning"
MSI_REFINING_BLACKSMITH_BlESSING_MSG2,"You have not applied the Blacksmith's Blessing yet. Would you like to continue strengthening?"
